action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1056014,[],CHEMBL665670,Inhibitory activity against TMP-susceptible Dihydrofolate reductase from Staphylococcus pneumoniae ATCC 49619,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(c3c1OCO3)[C@H](C)N(Cc1cnc(N)nc1N)CC2,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '21.95', 'le': '0.41', 'lle': '6.04', 'sei': '6.93'}",CHEMBL420755,,CHEMBL420755,7.54,0,http://www.openphacts.org/units/Nanomolar,134020,=,1,1,=,,IC50,nM,,29.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.029
,,1056015,[],CHEMBL669450,Antibacterial activity against TMP-Resistance Dihydrofolate reductase from Staphylococcus pneumoniae 1/1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(c3c1OCO3)[C@H](C)N(Cc1cnc(N)nc1N)CC2,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '18.30', 'le': '0.34', 'lle': '4.78', 'sei': '5.78'}",CHEMBL420755,,CHEMBL420755,6.28,0,http://www.openphacts.org/units/Nanomolar,134020,=,1,1,=,,IC50,nM,,520.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.52
,,1057357,[],CHEMBL665668,Inhibitory activity of TMP-susceptible Dihydrofolate reductase against Staphylococcus pneumoniae ATCC 49619,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)CN(Cc1cnc(N)nc1N)CC2,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '21.17', 'le': '0.40', 'lle': '5.46', 'sei': '6.71'}",CHEMBL77582,,CHEMBL77582,6.68,0,http://www.openphacts.org/units/Nanomolar,134015,=,1,1,=,,IC50,nM,,210.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.21
,,1057362,[],CHEMBL665666,Antibacterial activity against TMP-susceptible Dihydrofolate reductase from Staphylococcus pneumoniae ATCC 49619,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)CN(Cc1cnc(N)nc1N)CC2,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '25.37', 'le': '0.48', 'lle': '6.78', 'sei': '8.04'}",CHEMBL77582,,CHEMBL77582,8.00,0,http://www.openphacts.org/units/Nanomolar,134015,=,1,1,=,,IC50,nM,,10.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.01
,,1057363,[],CHEMBL665667,Inhibitory activity of TMP-Resistance DHFR against Staphylococcus pneumoniae 1/1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)CN(Cc1cnc(N)nc1N)CC2,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '21.17', 'le': '0.40', 'lle': '5.46', 'sei': '6.71'}",CHEMBL77582,,CHEMBL77582,6.68,0,http://www.openphacts.org/units/Nanomolar,134015,=,1,1,=,,IC50,nM,,210.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.21
,,1060916,[],CHEMBL665666,Antibacterial activity against TMP-susceptible Dihydrofolate reductase from Staphylococcus pneumoniae ATCC 49619,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(CN2CCc3ccccc3C2)c(N)n1,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '23.34', 'le': '0.43', 'lle': '4.76', 'sei': '7.35'}",CHEMBL74782,,CHEMBL74782,5.96,0,http://www.openphacts.org/units/Nanomolar,134019,=,1,1,=,,IC50,nM,,1100.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,1.1
,,1060917,[],CHEMBL665670,Inhibitory activity against TMP-susceptible Dihydrofolate reductase from Staphylococcus pneumoniae ATCC 49619,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(CN2CCc3ccccc3C2)c(N)n1,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '20.60', 'le': '0.38', 'lle': '4.06', 'sei': '6.49'}",CHEMBL74782,,CHEMBL74782,5.26,0,http://www.openphacts.org/units/Nanomolar,134019,=,1,1,=,,IC50,nM,,5500.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,5.5
,,1063686,[],CHEMBL665666,Antibacterial activity against TMP-susceptible Dihydrofolate reductase from Staphylococcus pneumoniae ATCC 49619,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(C)N(Cc1cnc(N)nc1N)CC2,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '22.33', 'le': '0.42', 'lle': '5.58', 'sei': '7.39'}",CHEMBL74781,,CHEMBL74781,7.36,0,http://www.openphacts.org/units/Nanomolar,134018,=,1,1,=,,IC50,nM,,44.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.044
,,1063687,[],CHEMBL665670,Inhibitory activity against TMP-susceptible Dihydrofolate reductase from Staphylococcus pneumoniae ATCC 49619,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(C)N(Cc1cnc(N)nc1N)CC2,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '22.09', 'le': '0.41', 'lle': '5.50', 'sei': '7.31'}",CHEMBL74781,,CHEMBL74781,7.28,0,http://www.openphacts.org/units/Nanomolar,134018,=,1,1,=,,IC50,nM,,53.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.053
,,1063688,[],CHEMBL669450,Antibacterial activity against TMP-Resistance Dihydrofolate reductase from Staphylococcus pneumoniae 1/1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(C)N(Cc1cnc(N)nc1N)CC2,,,CHEMBL1145982,J Med Chem,2003,"{'bei': '18.74', 'le': '0.35', 'lle': '4.39', 'sei': '6.20'}",CHEMBL74781,,CHEMBL74781,6.17,0,http://www.openphacts.org/units/Nanomolar,134018,=,1,1,=,,IC50,nM,,670.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.67
,,1104847,[],CHEMBL668671,Tested for inhibitory concentration against human dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '14.18', 'le': '0.26', 'lle': '7.04', 'sei': '3.19'}",CHEMBL42819,,CHEMBL42819,7.94,0,http://www.openphacts.org/units/Nanomolar,120991,=,1,1,=,,IC50,nM,,11.6,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,11.6
,,1104909,[],CHEMBL880698,Inhibitory activity against recombinant human dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(CC)n1ccc2c3c(N)nc(N)nc3ccc21,,,CHEMBL1134578,J Med Chem,2001,"{'bei': '30.37', 'le': '0.56', 'lle': '5.07', 'sei': '9.89'}",CHEMBL318721,,CHEMBL318721,8.18,0,http://www.openphacts.org/units/Nanomolar,184735,=,1,1,=,,IC50,nM,,6.6,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.0066
,,1106061,[],CHEMBL668671,Tested for inhibitory concentration against human dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '21.42', 'le': '0.40', 'lle': '5.17', 'sei': '6.73'}",CHEMBL119,TRIMETREXATE,CHEMBL119,7.91,0,http://www.openphacts.org/units/Nanomolar,120990,=,1,1,=,,IC50,nM,,12.2,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,12.2
,,1108350,[],CHEMBL669255,rested for inhibitory concentration against human dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '13.52', 'le': '0.25', 'lle': '6.26', 'sei': '3.20'}",CHEMBL44919,,CHEMBL44919,7.94,0,http://www.openphacts.org/units/Nanomolar,120992,=,1,1,=,,IC50,nM,,11.4,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,11.4
,,1108473,[],CHEMBL880698,Inhibitory activity against recombinant human dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,,,CHEMBL1134578,J Med Chem,2001,"{'bei': '21.34', 'le': '0.41', 'lle': '2.78', 'sei': '7.74'}",CHEMBL83547,,CHEMBL83547,6.03,1,http://www.openphacts.org/units/Nanomolar,184736,=,1,1,=,,IC50,nM,,940.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.94
,,1109447,[],CHEMBL668671,Tested for inhibitory concentration against human dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '17.50', 'le': '0.33', 'lle': '7.68', 'sei': '3.78'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,7.95,0,http://www.openphacts.org/units/Nanomolar,120995,=,1,1,=,,IC50,nM,,11.2,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,11.2
,,1110787,[],CHEMBL668274,Inhibitory activity against recombinant human dihydrofolate reductase(in 50 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1,,,CHEMBL1129539,J Med Chem,1996,"{'bei': '14.90', 'le': '0.28', 'lle': '3.23', 'sei': '4.51'}",CHEMBL32113,,CHEMBL32113,5.07,0,http://www.openphacts.org/units/Nanomolar,50878,=,1,1,=,,IC50,nM,,8500.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,8500.0
,,1110822,[],CHEMBL880698,Inhibitory activity against recombinant human dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2c(Sc3ccccc3)cccc2n1,,,CHEMBL1134578,J Med Chem,2001,"{'bei': '23.13', 'le': '0.45', 'lle': '3.26', 'sei': '7.98'}",CHEMBL100239,,CHEMBL100239,6.21,1,http://www.openphacts.org/units/Nanomolar,184739,=,1,1,=,,IC50,nM,,620.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.62
,,1113067,[],CHEMBL668084,Inhibitory concentration for DHFR in recombinant human,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1127819,J Med Chem,1994,"{'bei': '18.48', 'le': '0.35', 'lle': '8.13', 'sei': '3.99'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,8.40,1,http://www.openphacts.org/units/Nanomolar,20117,=,1,1,=,,IC50,nM,,4.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.004
,,1116520,[],CHEMBL875393,Inhibition of Streptococcus pneumoniae dihydrofolate reductase (DHFR) enzyme by trimethoprim (TMP),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,,,CHEMBL1136461,Bioorg Med Chem Lett,2003,"{'bei': '22.85', 'le': '0.43', 'lle': '5.67', 'sei': '7.67'}",CHEMBL134561,ICLAPRIM,CHEMBL134561,8.10,0,http://www.openphacts.org/units/Nanomolar,257806,=,1,1,=,,IC50,nM,,8.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.008
,,1116739,[],CHEMBL668274,Inhibitory activity against recombinant human dihydrofolate reductase(in 50 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccc1)c1cnc2nc(N)nc(N)c2c1,,,CHEMBL1129539,J Med Chem,1996,"{'bei': '21.96', 'le': '0.40', 'lle': '4.32', 'sei': '6.55'}",CHEMBL33038,,CHEMBL33038,6.16,0,http://www.openphacts.org/units/Nanomolar,50868,=,1,1,=,,IC50,nM,,700.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,700.0
,,1119086,[],CHEMBL668084,Inhibitory concentration for DHFR in recombinant human,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,,CHEMBL1127819,J Med Chem,1994,"{'bei': '15.05', 'le': '0.28', 'lle': '5.59', 'sei': '3.36'}",CHEMBL278515,,CHEMBL278515,6.66,0,http://www.openphacts.org/units/Nanomolar,20121,=,1,1,=,,IC50,nM,,220.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.22
,,1122616,[],CHEMBL668274,Inhibitory activity against recombinant human dihydrofolate reductase(in 50 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2cc(NCc3ccc(C(=O)NC(=O)[C@H](N)CCC(=O)O)cc3)cnc2n1,,,CHEMBL1129539,J Med Chem,1996,"{'bei': '14.81', 'le': '0.28', 'lle': '6.24', 'sei': '3.06'}",CHEMBL33045,,CHEMBL33045,6.50,0,http://www.openphacts.org/units/Nanomolar,50871,=,1,1,=,,IC50,nM,,320.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,320.0
,,1126170,[],CHEMBL663142,Inhibition of Streptococcus pneumoniae dihydrofolate reductase (DHFR) enzyme by Iclaprim,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003,"{'bei': '24.54', 'le': '0.46', 'lle': '5.86', 'sei': '6.75'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,7.12,1,http://www.openphacts.org/units/Nanomolar,257810,=,1,1,=,,IC50,nM,,75.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.075
,,1127437,[],CHEMBL669252,Tested in vitro for inhibitory concentration against CCRF-CEM human Leukemic lymphoblast by using DHFR as primary target,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '18.36', 'le': '0.34', 'lle': '7.22', 'sei': '4.14'}",CHEMBL296373,EDATREXATE,CHEMBL296373,8.59,0,http://www.openphacts.org/units/Nanomolar,120998,=,1,1,=,,IC50,nM,,2.6,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,2.6
,,1132180,[],CHEMBL668274,Inhibitory activity against recombinant human dihydrofolate reductase(in 50 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1129539,J Med Chem,1996,"{'bei': '16.33', 'le': '0.31', 'lle': '7.15', 'sei': '3.52'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,7.42,0,http://www.openphacts.org/units/Nanomolar,50869,=,1,1,=,,IC50,nM,,38.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,38.0
,,1134838,[],CHEMBL668671,Tested for inhibitory concentration against human dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2nc(CNc3c(Cl)cc(C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3Cl)cnc2n1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '12.44', 'le': '0.25', 'lle': '5.40', 'sei': '3.22'}",CHEMBL309160,,CHEMBL309160,7.99,0,http://www.openphacts.org/units/Nanomolar,120994,=,1,1,=,,IC50,nM,,10.2,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,10.2
,,1136136,[],CHEMBL668274,Inhibitory activity against recombinant human dihydrofolate reductase(in 50 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccc(C(=O)NC(=O)[C@H](N)CCC(=O)O)cc1)c1cnc2nc(N)nc(N)c2c1,,,CHEMBL1129539,J Med Chem,1996,"{'bei': '13.67', 'le': '0.26', 'lle': '5.92', 'sei': '3.04'}",CHEMBL33815,,CHEMBL33815,6.19,0,http://www.openphacts.org/units/Nanomolar,50866,=,1,1,=,,IC50,nM,,650.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,650.0
,,1137346,[],CHEMBL668274,Inhibitory activity against recombinant human dihydrofolate reductase(in 50 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN(C)c2cnc3nc(N)nc(N)c3c2)c(OC)c1OC,,,CHEMBL1129539,J Med Chem,1996,"{'bei': '16.94', 'le': '0.32', 'lle': '4.43', 'sei': '5.16'}",CHEMBL35222,,CHEMBL35222,6.28,0,http://www.openphacts.org/units/Nanomolar,50890,=,1,1,=,,IC50,nM,,530.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,530.0
,,1137419,[],CHEMBL668274,Inhibitory activity against recombinant human dihydrofolate reductase(in 50 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2cc(NCc3ccccc3)cnc2n1,,,CHEMBL1129539,J Med Chem,1996,"{'bei': '19.55', 'le': '0.36', 'lle': '3.41', 'sei': '5.07'}",CHEMBL286700,,CHEMBL286700,5.21,0,http://www.openphacts.org/units/Nanomolar,50886,=,1,1,=,,IC50,nM,,6200.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,6200.0
,,1138581,[],CHEMBL668084,Inhibitory concentration for DHFR in recombinant human,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2c(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)coc2n1,,,CHEMBL1127819,J Med Chem,1994,"{'bei': '14.81', 'le': '0.28', 'lle': '5.30', 'sei': '3.07'}",CHEMBL17383,,CHEMBL17383,6.35,0,http://www.openphacts.org/units/Nanomolar,20115,=,1,1,=,,IC50,nM,,450.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.45
,,1140042,[],CHEMBL668671,Tested for inhibitory concentration against human dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '18.00', 'le': '0.34', 'lle': '7.69', 'sei': '3.61'}",CHEMBL376180,AMINOPTERIN,CHEMBL376180,7.93,0,http://www.openphacts.org/units/Nanomolar,120997,=,1,1,=,,IC50,nM,,11.8,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,11.8
,,1140045,[],CHEMBL669252,Tested in vitro for inhibitory concentration against CCRF-CEM human Leukemic lymphoblast by using DHFR as primary target,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '19.35', 'le': '0.36', 'lle': '8.28', 'sei': '3.89'}",CHEMBL376180,AMINOPTERIN,CHEMBL376180,8.52,0,http://www.openphacts.org/units/Nanomolar,120997,=,1,1,=,,IC50,nM,,3.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,3.0
,,1141226,[],CHEMBL668671,Tested for inhibitory concentration against human dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '13.80', 'le': '0.26', 'lle': '6.62', 'sei': '3.19'}",CHEMBL18155,,CHEMBL18155,7.91,0,http://www.openphacts.org/units/Nanomolar,120996,=,1,1,=,,IC50,nM,,12.2,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,12.2
,,1141234,[],CHEMBL669252,Tested in vitro for inhibitory concentration against CCRF-CEM human Leukemic lymphoblast by using DHFR as primary target,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1127804,J Med Chem,1994,"{'bei': '15.62', 'le': '0.29', 'lle': '7.67', 'sei': '3.61'}",CHEMBL18155,,CHEMBL18155,8.96,0,http://www.openphacts.org/units/Nanomolar,120996,=,1,1,=,,IC50,nM,,1.1,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1.1
,,1141278,[],CHEMBL668274,Inhibitory activity against recombinant human dihydrofolate reductase(in 50 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1,,,CHEMBL1129539,J Med Chem,1996,"{'bei': '16.27', 'le': '0.30', 'lle': '3.70', 'sei': '4.93'}",CHEMBL36245,,CHEMBL36245,5.54,0,http://www.openphacts.org/units/Nanomolar,50880,=,1,1,=,,IC50,nM,,2900.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,2900.0
,,1141318,[],CHEMBL880698,Inhibitory activity against recombinant human dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,,,CHEMBL1134578,J Med Chem,2001,"{'bei': '17.57', 'le': '0.34', 'lle': '1.46', 'sei': '7.32'}",CHEMBL329985,,CHEMBL329985,5.70,1,http://www.openphacts.org/units/Nanomolar,184738,=,1,1,=,,IC50,nM,,2000.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,2.0
,,1148018,[],CHEMBL668428,Concentration required to inhibit the human Dihydrofolate reductase by 50% was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,,,CHEMBL1149188,J Med Chem,2004,"{'bei': '18.95', 'le': '0.35', 'lle': '3.88', 'sei': '6.62'}",CHEMBL280378,EPIROPRIM,CHEMBL280378,6.70,0,http://www.openphacts.org/units/Nanomolar,148472,=,1,1,=,,IC50,nM,,200.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,200.0
,,1157055,[],CHEMBL879985,Inhibition of dihydrofolate reductase (DHFR) in WIL2 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(O)c2cc(NCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1125239,J Med Chem,1991,"{'bei': '15.16', 'le': '0.29', 'lle': '5.71', 'sei': '3.33'}",CHEMBL157857,,CHEMBL157857,6.68,0,http://www.openphacts.org/units/Nanomolar,306013,=,1,1,=,,IC50,nM,,210.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,uM,UO_0000065,,0.21
,,1158198,[],CHEMBL879985,Inhibition of dihydrofolate reductase (DHFR) in WIL2 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(Cc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(O)c2c1,,,CHEMBL1125239,J Med Chem,1991,"{'bei': '14.53', 'le': '0.27', 'lle': '5.60', 'sei': '3.44'}",CHEMBL156551,,CHEMBL156551,6.60,0,http://www.openphacts.org/units/Nanomolar,306015,=,1,1,=,,IC50,nM,,250.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,uM,UO_0000065,,0.25
,,1162380,[],CHEMBL879985,Inhibition of dihydrofolate reductase (DHFR) in WIL2 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(O)c2cc(N(C=O)Cc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1125239,J Med Chem,1991,"{'bei': '12.19', 'le': '0.23', 'lle': '5.19', 'sei': '2.73'}",CHEMBL157775,,CHEMBL157775,5.71,0,http://www.openphacts.org/units/Nanomolar,306014,=,1,1,=,,IC50,nM,,1950.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,uM,UO_0000065,,1.95
,,1172698,[],CHEMBL668430,Concentration required to inhibit the human Dihydrofolate reductase by 50% was determined (reported by workers at Hoffman-LaRoche),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1149188,J Med Chem,2004,"{'bei': '20.82', 'le': '0.39', 'lle': '4.79', 'sei': '5.73'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,6.05,0,http://www.openphacts.org/units/Nanomolar,148465,=,1,1,=,,IC50,nM,,900.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,900.0
,,1191139,[],CHEMBL668080,Inhibitory concentration against isolated human Dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(N)nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c12,,,CHEMBL1133086,J Med Chem,2000,"{'bei': '14.33', 'le': '0.27', 'lle': '4.42', 'sei': '3.56'}",CHEMBL439973,,CHEMBL439973,6.10,0,http://www.openphacts.org/units/Nanomolar,240157,=,1,1,=,,IC50,nM,,800.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,M,UO_0000065,,8E-7
